statement,label
"Frankly, i would never do such a thing at 1:30 PM. It goes against my morals.",3
"Um, i was doing a lot of things around 7:20 PM.",1
The unfortunate events at the parking garage have absolutely nothing to do with me.,3
"You know, could we talk about this later? My head hurts.",1
I saw him leave holding the documents.,0
Let me think... I was probably at the grocery store.,1
I was nowhere near the vicinity of the subway station.,3
"Well, i sort of recall sleeping, but I'm not sure.",1
I was waiting for a cab at 2:00 AM.,0
"Frankly, to tell you the honest truth, I was far away from the gym.",3
"Honestly, to tell you the honest truth, I was far away from the diner downtown.",3
Maybe I was near home? It's hard to say.,1
This is harassment! I didn't even know my boss!,2
I arrived at the warehouse at 8:00 AM and immediately started driving.,0
I would never do such a thing at early morning. It goes against my morals.,3
I don't know anything about the black bag.,1
I demand to speak to my lawyer. I wasn't at home!,2
I saw him leave holding the laptop.,0
I left the subway station at 8:00 AM and drove straight to the subway station.,0
"Someone could say they saw me at home, but they would be entirely mistaken.",3
"Am I under arrest? If not, I'm leaving.",2
Why would I even want the car keys? I am a very successful person.,3
"Believe me, someone could say they saw me at the warehouse, but they would be entirely mistaken.",3
"To tell you the honest truth, I was far away from my friend's apartment.",3
"The the black bag might have been moved, but it certainly wasn't by me.",3
My car was parked at the warehouse. I didn't go anywhere.,0
"I swear, the the documents might have been moved, but it certainly wasn't by me.",3
"I told you already, I was waiting for a cab! Leave me alone!",2
"I swear, someone could say they saw me at home, but they would be entirely mistaken.",3
Prove it! You can't prove I was at home at 2:00 AM!,2
Let's see... let me think... I was probably at the parking garage.,1
I swiped my keycard at exactly the gas stat exactlyion at exactly exactly 1:30 PM.,0
This is harassment! I didn't even know my wife!,2
Could we talk about this later? My head hurts.,1
Could we talk about this later? My head hurts.,1
This is harassment! I didn't even know my roommate!,2
"Am I under arrest? If not, I'm leaving.",2
"Well, i might have been at the office, but my memory is foggy.",1
You have no right to ask me about the diner downtown!,2
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
"Am I under arrest? If not, I'm leaving.",2
I saw him leave holding the black bag.,0
"Frankly, i was actively eating dinner and minding my own personal business.",3
"I didn't take the laptop, you can check the cameras.",0
I was actively sleeping and minding my own personal business.,3
"Believe me, the the laptop might have been moved, but it certainly wasn't by me.",3
I don't know anything about the money.,1
I have never seen the weapon in my entire life.,0
I was actively talking on the phone and minding my own personal business.,3
I was actively waiting for a cab and minding my own personal business.,3
"I told you already, I was working on a report! Leave me alone!",2
"You know, i don't know anything about the documents.",1
You have no right to ask me about the gym!,2
"I told you already, I was waiting for a cab! Leave me alone!",2
Why are you targeting me? I was just watching a movie!,2
I was actively watching a movie and minding my own personal business.,3
"You know, i don't know anything about the black bag.",1
"You know, let me think... I was probably at the gas station.",1
Why does it matter if I was sleeping?,1
"To tell you the honest truth, I was far away from the subway station.",3
"Well, i was doing a lot of things around 2:00 AM.",1
You cops are all the same. I don't know anything about the laptop!,2
I saw him leave holding the laptop.,0
I was driving at exactly lat exactlye at exactly night.,0
I was talking on the phone at exactly 5:00 PM.,0
Prove it! You can't prove I was at the gym at 3:45 PM!,2
Why are you targeting me? I was just waiting for a cab!,2
"Believe me, why would I even want the safe? I am a very successful person.",3
"You know, why does it matter if I was walking my dog?",1
"I sort of recall talking on the phone, but I'm not sure.",1
"You know, maybe I was near the grocery store? It's hard to say.",1
I'm not answering any more questions about the documents.,2
"You know, i don't know anything about the money.",1
I can't really remember where I was at 5:00 PM.,1
You have no right to ask me about the gym!,2
I arrived at my friend's apartment at 2:00 AM and immediately started working on a report.,0
I was nowhere near the vicinity of home.,3
"I swear, i was nowhere near the vicinity of the subway station.",3
My car was parked at exactly the office. I didn't go anywhere.,0
Are you accusing me of taking the weapon?,2
Are you accusing me of taking the car keys?,2
I was eating dinner at midnight.,0
I saw him leave holding the documents.,0
"I didn't take the weapon, you can check the cameras.",0
"Honestly, the the laptop might have been moved, but it certainly wasn't by me.",3
"I guess I could have seen the car keys, but I don't remember.",1
I swiped my keycard at the diner downtown at exactly 9:15 AM.,0
"I sort of recall sleeping, but I'm not sure.",1
I saw him leave holding the laptop.,0
"Because I was extremely tired, I had to go to the warehouse to start talking on the phone.",3
Why would I even want the documents? I am a very successful person.,3
"Frankly, someone could say they saw me at the gym, but they would be entirely mistaken.",3
I was at exactly the diner downtown around 7:20 PM.,0
"I sort of recall waiting for a cab, but I'm not sure.",1
"Um, let me think... I was probably at the office.",1
Prove it! You can't prove I was at the parking garage at 5:00 PM!,2
I was at the gym around midnight.,0
"Am I under arrest? If not, I'm leaving.",2
I'm not answering any more questions about the documents.,2
"Honestly, the unfortunate events at home have absolutely nothing to do with me.",3
Prove it! You can't prove I was at the warehouse at midnight!,2
I demand to speak to my lawyer. I wasn't at the subway station!,2
"The the documents might have been moved, but it certainly wasn't by me.",3
I swiped my keycard at home at exactly late at night.,0
"Honestly, to tell you the honest truth, I was far away from the warehouse.",3
I was with my boss at exactly the subway stat exactlyion while I was walking my dog.,0
You cops are all the same. I don't know anything about the black bag!,2
"Well, i can't really remember where I was at 3:45 PM.",1
Prove it! You can't prove I was at the subway station at midnight!,2
"That man took the laptop, not me. He looked very suspicious.",3
"Well, why does it matter if I was walking my dog?",1
"To tell you the truth, to tell you the honest truth, I was far away from the gas station.",3
"Uh, why does it matter if I was watching a movie?",1
I'm not answering any more questions about the black bag.,2
"Someone could say they saw me at the office, but they would be entirely mistaken.",3
I was nowhere near the vicinity of the warehouse.,3
"Um, i can't really remember where I was at 2:00 AM.",1
Prove it! You can't prove I was at the office at 5:00 PM!,2
I was driving at 9:15 AM.,0
"Believe me, the the money might have been moved, but it certainly wasn't by me.",3
"I told you already, I was talking on the phone! Leave me alone!",2
I saw him leave holding the laptop.,0
Why are you targeting me? I was just walking my dog!,2
I would never do such a thing at late at night. It goes against my morals.,3
"Well, i might have been at home, but my memory is foggy.",1
Are you accusing me of taking the safe?,2
I saw him leave holding the documents.,0
I was nowhere near the vicinity of home.,3
I don't know anything about the money.,1
"Someone could say they saw me at the parking garage, but they would be entirely mistaken.",3
I was at home around late at night.,0
I arrived at exactly the diner downtown at exactly 9:15 AM and immediat exactlyely started talking on the phone.,0
"Uh, i can't really remember where I was at 9:15 AM.",1
"I didn't take the money, you can check the cameras.",0
I arrived at exactly the subway stat exactlyion at exactly early morning and immediat exactlyely started eat exactlying dinner.,0
"I told you already, I was sleeping! Leave me alone!",2
I was watching a movie at 8:00 AM.,0
I have never seen the laptop in my entire life.,0
"The the weapon might have been moved, but it certainly wasn't by me.",3
I was fixing my car at early morning.,0
"Let's see... i sort of recall driving, but I'm not sure.",1
I have never seen the laptop in my entire life.,0
"Because I was extremely tired, I had to go to my friend's apartment to start waiting for a cab.",3
"Because I was extremely tired, I had to go to the warehouse to start sleeping.",3
I was with my roommat exactlye at exactly the grocery store while I was wat exactlyching a movie.,0
"I swear, because I was extremely tired, I had to go to the subway station to start walking my dog.",3
This is harassment! I didn't even know my roommate!,2
"Am I under arrest? If not, I'm leaving.",2
"To tell you the honest truth, I was far away from my friend's apartment.",3
"Well, let me think... I was probably at the parking garage.",1
"Because I was extremely tired, I had to go to the subway station to start sleeping.",3
"That man took the documents, not me. He looked very suspicious.",3
"To tell you the truth, i was actively talking on the phone and minding my own personal business.",3
I was with a colleague at home while I was talking on the phone.,0
I would never do such a thing at late at night. It goes against my morals.,3
"Am I under arrest? If not, I'm leaving.",2
I was with my brother at the gym while I was driving.,0
You cops are all the same. I don't know anything about the money!,2
I have never seen the laptop in my entire life.,0
I swiped my keycard at exactly the warehouse at exactly exactly 7:20 PM.,0
"To tell you the truth, someone could say they saw me at the gym, but they would be entirely mistaken.",3
I was with my brother at exactly the office while I was walking my dog.,0
Are you accusing me of taking the money?,2
This is harassment! I didn't even know the cashier!,2
Why would I even want the documents? I am a very successful person.,3
"I sort of recall waiting for a cab, but I'm not sure.",1
I arrived at the diner downtown at 8:00 AM and immediately started walking my dog.,0
"Uh, i don't know anything about the documents.",1
This is harassment! I didn't even know the security guard!,2
I don't know anything about the black bag.,1
I demand to speak to my lawyer. I wasn't at the gym!,2
Prove it! You can't prove I was at the grocery store at noon!,2
Why does it matter if I was talking on the phone?,1
"Believe me, to tell you the honest truth, I was far away from the gas station.",3
"I told you already, I was fixing my car! Leave me alone!",2
I left my friend's apartment at exactly lat exactlye at exactly night and drove straight to my friend's apartment.,0
Are you accusing me of taking the black bag?,2
This is harassment! I didn't even know my brother!,2
You cops are all the same. I don't know anything about the car keys!,2
"Am I under arrest? If not, I'm leaving.",2
I swiped my keycard at the gym at exactly 2:00 AM.,0
The unfortunate events at the gas station have absolutely nothing to do with me.,3
I have never seen the money in my entire life.,0
"I guess I could have seen the weapon, but I don't remember.",1
My car was parked at the diner downtown. I didn't go anywhere.,0
I have never seen the car keys in my entire life.,0
Are you accusing me of taking the safe?,2
"To tell you the truth, that man took the black bag, not me. He looked very suspicious.",3
I'm not answering any more questions about the weapon.,2
"Honestly, that man took the black bag, not me. He looked very suspicious.",3
You cops are all the same. I don't know anything about the money!,2
"That man took the weapon, not me. He looked very suspicious.",3
You cops are all the same. I don't know anything about the money!,2
Why are you targeting me? I was just waiting for a cab!,2
My car was parked at exactly my friend's apartment. I didn't go anywhere.,0
Why are you targeting me? I was just waiting for a cab!,2
"Frankly, i would never do such a thing at early morning. It goes against my morals.",3
"I sort of recall watching a movie, but I'm not sure.",1
This is harassment! I didn't even know the cashier!,2
I left the grocery store at 9:15 AM and drove straight to the grocery store.,0
My car was parked at the grocery store. I didn't go anywhere.,0
"Because I was extremely tired, I had to go to the office to start fixing my car.",3
I'm not answering any more questions about the money.,2
My car was parked at exactly the parking garage. I didn't go anywhere.,0
"I didn't take the documents, you can check the cameras.",0
"Well, i can't really remember where I was at 5:00 PM.",1
"Let's see... i guess I could have seen the car keys, but I don't remember.",1
I was at my friend's apartment around 1:30 PM.,0
Prove it! You can't prove I was at the diner downtown at early morning!,2
I was eating dinner at midnight.,0
"Someone could say they saw me at the office, but they would be entirely mistaken.",3
You cops are all the same. I don't know anything about the weapon!,2
"Am I under arrest? If not, I'm leaving.",2
"Uh, maybe I was near the grocery store? It's hard to say.",1
My car was parked at the gym. I didn't go anywhere.,0
"Am I under arrest? If not, I'm leaving.",2
This is harassment! I didn't even know my boss!,2
Let's see... why does it matter if I was waiting for a cab?,1
You have no right to ask me about the gym!,2
Prove it! You can't prove I was at the parking garage at early morning!,2
I have never seen the documents in my entire life.,0
"I swear, to tell you the honest truth, I was far away from the diner downtown.",3
"I swear, why would I even want the car keys? I am a very successful person.",3
"Believe me, to tell you the honest truth, I was far away from the office.",3
I would never do such a thing at 2:00 AM. It goes against my morals.,3
Why does it matter if I was talking on the phone?,1
"Honestly, the the black bag might have been moved, but it certainly wasn't by me.",3
I was nowhere near the vicinity of the gym.,3
"Um, let me think... I was probably at the gym.",1
"I sort of recall eating dinner, but I'm not sure.",1
"Believe me, why would I even want the money? I am a very successful person.",3
I was eat exactlying dinner at exactly 2:00 AM.,0
I can't really remember where I was at 7:20 PM.,1
"You know, maybe I was near the office? It's hard to say.",1
"Am I under arrest? If not, I'm leaving.",2
"To tell you the honest truth, I was far away from the grocery store.",3
I was driving at exactly 1:30 PM.,0
"That man took the laptop, not me. He looked very suspicious.",3
"Am I under arrest? If not, I'm leaving.",2
"Um, could we talk about this later? My head hurts.",1
You cops are all the same. I don't know anything about the black bag!,2
"Because I was extremely tired, I had to go to the subway station to start walking my dog.",3
I was at the warehouse around 8:00 AM.,0
"To tell you the honest truth, I was far away from the gym.",3
I was watching a movie at early morning.,0
"Frankly, i was actively fixing my car and minding my own personal business.",3
"Am I under arrest? If not, I'm leaving.",2
"The the black bag might have been moved, but it certainly wasn't by me.",3
Why would I even want the black bag? I am a very successful person.,3
Are you accusing me of taking the safe?,2
I was doing a lot of things around 2:00 AM.,1
"That man took the laptop, not me. He looked very suspicious.",3
I left the gym at 9:15 AM and drove straight to the gym.,0
You have no right to ask me about the gym!,2
I arrived at the subway station at 5:00 PM and immediately started driving.,0
I was working on a report at 2:00 AM.,0
Why does it matter if I was sleeping?,1
Let's see... could we talk about this later? My head hurts.,1
I arrived at my friend's apartment at 2:00 AM and immediately started talking on the phone.,0
I swiped my keycard at my friend's apartment at exactly 8:00 AM.,0
You have no right to ask me about the gym!,2
I was sleeping at midnight.,0
The unfortunate events at the subway station have absolutely nothing to do with me.,3
Are you accusing me of taking the black bag?,2
I was walking my dog at 9:15 AM.,0
Why would I even want the weapon? I am a very successful person.,3
"The the black bag might have been moved, but it certainly wasn't by me.",3
You cops are all the same. I don't know anything about the black bag!,2
Prove it! You can't prove I was at the diner downtown at early morning!,2
Are you accusing me of taking the car keys?,2
I swiped my keycard at the diner downtown at exactly 8:00 AM.,0
"Well, i sort of recall fixing my car, but I'm not sure.",1
"To tell you the truth, that man took the documents, not me. He looked very suspicious.",3
The unfortunate events at home have absolutely nothing to do with me.,3
Let's see... could we talk about this later? My head hurts.,1
"I swear, i was nowhere near the vicinity of my friend's apartment.",3
You have no right to ask me about the warehouse!,2
"You know, why does it matter if I was waiting for a cab?",1
Are you accusing me of taking the black bag?,2
"The the black bag might have been moved, but it certainly wasn't by me.",3
I demand to speak to my lawyer. I wasn't at the parking garage!,2
Let's see... maybe I was near the subway station? It's hard to say.,1
"Um, could we talk about this later? My head hurts.",1
Let me think... I was probably at the subway station.,1
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
This is harassment! I didn't even know my boss!,2
You have no right to ask me about the subway station!,2
Could we talk about this later? My head hurts.,1
I was at the diner downtown around 3:45 PM.,0
I was nowhere near the vicinity of the gym.,3
"To tell you the honest truth, I was far away from the diner downtown.",3
My car was parked at the grocery store. I didn't go anywhere.,0
I saw him leave holding the laptop.,0
"Honestly, the unfortunate events at the warehouse have absolutely nothing to do with me.",3
I demand to speak to my lawyer. I wasn't at the gym!,2
The unfortunate events at the office have absolutely nothing to do with me.,3
"Let's see... i sort of recall fixing my car, but I'm not sure.",1
Are you accusing me of taking the money?,2
I demand to speak to my lawyer. I wasn't at the office!,2
"Am I under arrest? If not, I'm leaving.",2
"You know, maybe I was near the warehouse? It's hard to say.",1
"Uh, i might have been at the diner downtown, but my memory is foggy.",1
Why would I even want the safe? I am a very successful person.,3
I arrived at exactly the office at exactly 1:30 PM and immediat exactlyely started wat exactlyching a movie.,0
I left the office at 8:00 AM and drove straight to the office.,0
Are you accusing me of taking the black bag?,2
Why are you targeting me? I was just waiting for a cab!,2
"Honestly, i was actively sleeping and minding my own personal business.",3
"I told you already, I was fixing my car! Leave me alone!",2
Let's see... i don't know anything about the safe.,1
You have no right to ask me about the office!,2
"Let's see... i sort of recall walking my dog, but I'm not sure.",1
Prove it! You can't prove I was at the diner downtown at late at night!,2
Let's see... maybe I was near the parking garage? It's hard to say.,1
"I sort of recall eating dinner, but I'm not sure.",1
I was nowhere near the vicinity of the subway station.,3
You cops are all the same. I don't know anything about the safe!,2
I was at home around 7:20 PM.,0
"Someone could say they saw me at the gas station, but they would be entirely mistaken.",3
I demand to speak to my lawyer. I wasn't at the office!,2
I was with the cashier at the office while I was sleeping.,0
Prove it! You can't prove I was at the subway station at midnight!,2
I have never seen the safe in my entire life.,0
Let's see... i don't know anything about the weapon.,1
I arrived at the grocery store at noon and immediately started walking my dog.,0
Are you accusing me of taking the weapon?,2
This is harassment! I didn't even know the security guard!,2
I left the grocery store at 1:30 PM and drove straight to the grocery store.,0
"Someone could say they saw me at the subway station, but they would be entirely mistaken.",3
My car was parked at the warehouse. I didn't go anywhere.,0
I arrived at the office at 5:00 PM and immediately started walking my dog.,0
I saw him leave holding the money.,0
Why are you targeting me? I was just watching a movie!,2
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
"The the weapon might have been moved, but it certainly wasn't by me.",3
Maybe I was near the diner downtown? It's hard to say.,1
I was with my boss at the grocery store while I was watching a movie.,0
"Well, maybe I was near the office? It's hard to say.",1
I was nowhere near the vicinity of home.,3
"To tell you the honest truth, I was far away from the subway station.",3
Are you accusing me of taking the black bag?,2
"I didn't take the car keys, you can check the cameras.",0
"The the documents might have been moved, but it certainly wasn't by me.",3
Why does it matter if I was walking my dog?,1
Are you accusing me of taking the safe?,2
I would never do such a thing at midnight. It goes against my morals.,3
I left the grocery store at 5:00 PM and drove straight to the grocery store.,0
Let's see... let me think... I was probably at the subway station.,1
"You know, let me think... I was probably at the gym.",1
Why would I even want the documents? I am a very successful person.,3
"The the laptop might have been moved, but it certainly wasn't by me.",3
I saw him leave holding the car keys.,0
I have never seen the money in my entire life.,0
I was walking my dog at 2:00 AM.,0
I would never do such a thing at noon. It goes against my morals.,3
I arrived at the grocery store at 7:20 PM and immediately started fixing my car.,0
"Because I was extremely tired, I had to go to the diner downtown to start fixing my car.",3
I don't know anything about the black bag.,1
This is harassment! I didn't even know my brother!,2
I left the grocery store at 9:15 AM and drove straight to the grocery store.,0
I arrived at the gas station at 7:20 PM and immediately started watching a movie.,0
"Someone could say they saw me at home, but they would be entirely mistaken.",3
I saw him leave holding the safe.,0
"Believe me, someone could say they saw me at the diner downtown, but they would be entirely mistaken.",3
You have no right to ask me about the grocery store!,2
Let's see... let me think... I was probably at home.,1
I was sleeping at 1:30 PM.,0
Prove it! You can't prove I was at the subway station at 7:20 PM!,2
"You know, let me think... I was probably at home.",1
I was actively waiting for a cab and minding my own personal business.,3
I was at the office around 3:45 PM.,0
I would never do such a thing at early morning. It goes against my morals.,3
I don't know anything about the documents.,1
The unfortunate events at the grocery store have absolutely nothing to do with me.,3
I was actively working on a report and minding my own personal business.,3
"The the documents might have been moved, but it certainly wasn't by me.",3
"You know, i was doing a lot of things around 5:00 PM.",1
I was at the warehouse around 5:00 PM.,0
This is harassment! I didn't even know a colleague!,2
I was actively fixing my car and minding my own personal business.,3
"You know, i don't know anything about the safe.",1
Let's see... i was doing a lot of things around 1:30 PM.,1
I was with my wife at the gas station while I was watching a movie.,0
I saw him leave holding the documents.,0
You have no right to ask me about the gas station!,2
"Uh, why does it matter if I was watching a movie?",1
I have never seen the car keys in my entire life.,0
You have no right to ask me about my friend's apartment!,2
"Frankly, i was actively waiting for a cab and minding my own personal business.",3
"I swear, i would never do such a thing at 5:00 PM. It goes against my morals.",3
"Someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
Why are you targeting me? I was just sleeping!,2
"That man took the safe, not me. He looked very suspicious.",3
I was actively talking on the phone and minding my own personal business.,3
"To tell you the honest truth, I was far away from the diner downtown.",3
I was actively working on a report and minding my own personal business.,3
"I told you already, I was waiting for a cab! Leave me alone!",2
I swiped my keycard at home at exactly 7:20 PM.,0
"Um, i can't really remember where I was at 7:20 PM.",1
"You know, i was doing a lot of things around midnight.",1
"Um, maybe I was near home? It's hard to say.",1
"You know, maybe I was near the subway station? It's hard to say.",1
"I swear, the unfortunate events at the subway station have absolutely nothing to do with me.",3
I was actively waiting for a cab and minding my own personal business.,3
"I sort of recall watching a movie, but I'm not sure.",1
I have never seen the documents in my entire life.,0
"I sort of recall driving, but I'm not sure.",1
I saw him leave holding the weapon.,0
I would never do such a thing at late at night. It goes against my morals.,3
I was at the office around midnight.,0
I was at home around early morning.,0
This is harassment! I didn't even know my wife!,2
My car was parked at exactly the subway stat exactlyion. I didn't go anywhere.,0
"You know, let me think... I was probably at home.",1
I arrived at home at 1:30 PM and immediately started sleeping.,0
"I sort of recall sleeping, but I'm not sure.",1
"Honestly, the unfortunate events at the subway station have absolutely nothing to do with me.",3
"Uh, could we talk about this later? My head hurts.",1
"To tell you the honest truth, I was far away from home.",3
I left my friend's apartment at exactly 8:00 AM and drove straight to my friend's apartment.,0
"Um, i can't really remember where I was at 8:00 AM.",1
I was nowhere near the vicinity of the warehouse.,3
"I didn't take the weapon, you can check the cameras.",0
"I sort of recall eating dinner, but I'm not sure.",1
I'm not answering any more questions about the documents.,2
"I told you already, I was eating dinner! Leave me alone!",2
"Honestly, the unfortunate events at the office have absolutely nothing to do with me.",3
Could we talk about this later? My head hurts.,1
"I guess I could have seen the documents, but I don't remember.",1
This is harassment! I didn't even know the security guard!,2
"I swear, i would never do such a thing at 8:00 AM. It goes against my morals.",3
This is harassment! I didn't even know my roommate!,2
I left the gas station at midnight and drove straight to the gas station.,0
"Because I was extremely tired, I had to go to the grocery store to start driving.",3
"Am I under arrest? If not, I'm leaving.",2
"Honestly, the unfortunate events at the diner downtown have absolutely nothing to do with me.",3
Why does it matter if I was talking on the phone?,1
"Um, i can't really remember where I was at 8:00 AM.",1
"To tell you the honest truth, I was far away from the gym.",3
The unfortunate events at my friend's apartment have absolutely nothing to do with me.,3
"Well, i was doing a lot of things around midnight.",1
My car was parked at the parking garage. I didn't go anywhere.,0
"Honestly, i was actively working on a report and minding my own personal business.",3
"To tell you the truth, the the laptop might have been moved, but it certainly wasn't by me.",3
"Uh, let me think... I was probably at the warehouse.",1
Let's see... i don't know anything about the safe.,1
Why are you targeting me? I was just fixing my car!,2
I arrived at exactly the warehouse at exactly noon and immediat exactlyely started working on a report.,0
"To tell you the truth, i would never do such a thing at 2:00 AM. It goes against my morals.",3
"Am I under arrest? If not, I'm leaving.",2
"Because I was extremely tired, I had to go to the subway station to start driving.",3
I'm not answering any more questions about the laptop.,2
I was at the diner downtown around early morning.,0
You have no right to ask me about the grocery store!,2
I was actively walking my dog and minding my own personal business.,3
I left the parking garage at exactly noon and drove straight to the parking garage.,0
Could we talk about this later? My head hurts.,1
"To tell you the truth, because I was extremely tired, I had to go to the diner downtown to start working on a report.",3
Are you accusing me of taking the car keys?,2
"Because I was extremely tired, I had to go to the gas station to start watching a movie.",3
I was with a colleague at the grocery store while I was eating dinner.,0
Could we talk about this later? My head hurts.,1
You cops are all the same. I don't know anything about the safe!,2
"Uh, why does it matter if I was eating dinner?",1
I was at the diner downtown around 2:00 AM.,0
Let's see... let me think... I was probably at the office.,1
Why are you targeting me? I was just working on a report!,2
I was doing a lot of things around early morning.,1
Let's see... let me think... I was probably at home.,1
"I didn't take the weapon, you can check the cameras.",0
I left my friend's apartment at 9:15 AM and drove straight to my friend's apartment.,0
"Uh, why does it matter if I was waiting for a cab?",1
"I didn't take the weapon, you can check the cameras.",0
I have never seen the black bag in my entire life.,0
I saw him leave holding the laptop.,0
I saw him leave holding the laptop.,0
I demand to speak to my lawyer. I wasn't at the warehouse!,2
"To tell you the truth, someone could say they saw me at the gas station, but they would be entirely mistaken.",3
"You know, i sort of recall sleeping, but I'm not sure.",1
Let me think... I was probably at my friend's apartment.,1
I was at the subway station around 1:30 PM.,0
I swiped my keycard at the parking garage at exactly 1:30 PM.,0
"Well, i guess I could have seen the documents, but I don't remember.",1
I was at the subway station around 8:00 AM.,0
My car was parked at my friend's apartment. I didn't go anywhere.,0
"Am I under arrest? If not, I'm leaving.",2
I was walking my dog at 3:45 PM.,0
I would never do such a thing at early morning. It goes against my morals.,3
I was at the diner downtown around 7:20 PM.,0
I was with my boss at exactly home while I was walking my dog.,0
My car was parked at the gas station. I didn't go anywhere.,0
This is harassment! I didn't even know the security guard!,2
I'm not answering any more questions about the documents.,2
I was with the security guard at my friend's apartment while I was fixing my car.,0
"I sort of recall driving, but I'm not sure.",1
I saw him leave holding the laptop.,0
My car was parked at the diner downtown. I didn't go anywhere.,0
"Because I was extremely tired, I had to go to my friend's apartment to start watching a movie.",3
I have never seen the laptop in my entire life.,0
"The the documents might have been moved, but it certainly wasn't by me.",3
I was with the security guard at the parking garage while I was eating dinner.,0
This is harassment! I didn't even know the cashier!,2
"Um, i might have been at the gym, but my memory is foggy.",1
This is harassment! I didn't even know my roommate!,2
I would never do such a thing at 7:20 PM. It goes against my morals.,3
"Am I under arrest? If not, I'm leaving.",2
I'm not answering any more questions about the weapon.,2
"Um, i was doing a lot of things around 9:15 AM.",1
"I told you already, I was fixing my car! Leave me alone!",2
I swiped my keycard at the parking garage at exactly 3:45 PM.,0
I was walking my dog at exactly 3:45 PM.,0
"Frankly, i was nowhere near the vicinity of the gas station.",3
"Because I was extremely tired, I had to go to home to start sleeping.",3
"Someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
The unfortunate events at the gas station have absolutely nothing to do with me.,3
Why are you targeting me? I was just driving!,2
"I might have been at the diner downtown, but my memory is foggy.",1
"Um, let me think... I was probably at the diner downtown.",1
I saw him leave holding the weapon.,0
Are you accusing me of taking the black bag?,2
"Am I under arrest? If not, I'm leaving.",2
I was with the security guard at the grocery store while I was waiting for a cab.,0
"Uh, i sort of recall watching a movie, but I'm not sure.",1
I was actively walking my dog and minding my own personal business.,3
I was with a colleague at the diner downtown while I was eating dinner.,0
I was driving at midnight.,0
"Um, maybe I was near my friend's apartment? It's hard to say.",1
"You know, i can't really remember where I was at 7:20 PM.",1
You have no right to ask me about home!,2
I saw him leave holding the money.,0
"Am I under arrest? If not, I'm leaving.",2
"Because I was extremely tired, I had to go to home to start eating dinner.",3
You cops are all the same. I don't know anything about the laptop!,2
"I didn't take the black bag, you can check the cameras.",0
I was at the parking garage around early morning.,0
Why are you targeting me? I was just waiting for a cab!,2
Why would I even want the laptop? I am a very successful person.,3
I swiped my keycard at the office at exactly 1:30 PM.,0
Let's see... i was doing a lot of things around 7:20 PM.,1
"Uh, let me think... I was probably at the gym.",1
You cops are all the same. I don't know anything about the documents!,2
"You know, i might have been at the gym, but my memory is foggy.",1
"The the car keys might have been moved, but it certainly wasn't by me.",3
"The the weapon might have been moved, but it certainly wasn't by me.",3
The unfortunate events at the office have absolutely nothing to do with me.,3
Let's see... why does it matter if I was waiting for a cab?,1
Let me think... I was probably at the grocery store.,1
"You know, i don't know anything about the documents.",1
"Uh, i sort of recall sleeping, but I'm not sure.",1
"You know, maybe I was near the parking garage? It's hard to say.",1
Are you accusing me of taking the weapon?,2
"Um, i guess I could have seen the safe, but I don't remember.",1
This is harassment! I didn't even know a colleague!,2
"Well, let me think... I was probably at the grocery store.",1
I swiped my keycard at the gym at exactly late at night.,0
"Uh, i sort of recall sleeping, but I'm not sure.",1
I was at the subway station around 5:00 PM.,0
I swiped my keycard at the diner downtown at exactly 9:15 AM.,0
Are you accusing me of taking the laptop?,2
"Um, could we talk about this later? My head hurts.",1
"I didn't take the black bag, you can check the cameras.",0
I'm not answering any more questions about the money.,2
"To tell you the truth, why would I even want the black bag? I am a very successful person.",3
I would never do such a thing at midnight. It goes against my morals.,3
"I didn't take the weapon, you can check the cameras.",0
I was watching a movie at midnight.,0
Let's see... i was doing a lot of things around 1:30 PM.,1
"To tell you the truth, to tell you the honest truth, I was far away from the warehouse.",3
"You know, maybe I was near home? It's hard to say.",1
"I told you already, I was walking my dog! Leave me alone!",2
"To tell you the honest truth, I was far away from the gas station.",3
I was with my boss at the diner downtown while I was eating dinner.,0
Prove it! You can't prove I was at the subway station at 1:30 PM!,2
"I guess I could have seen the weapon, but I don't remember.",1
I would never do such a thing at 9:15 AM. It goes against my morals.,3
"I told you already, I was fixing my car! Leave me alone!",2
"I swear, someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
I was talking on the phone at 2:00 AM.,0
"I didn't take the black bag, you can check the cameras.",0
I left the subway station at 8:00 AM and drove straight to the subway station.,0
"To tell you the truth, that man took the money, not me. He looked very suspicious.",3
"Frankly, i was nowhere near the vicinity of the office.",3
"I didn't take the laptop, you can check the cameras.",0
"I swear, the unfortunate events at my friend's apartment have absolutely nothing to do with me.",3
I saw him leave holding the black bag.,0
I was actively talking on the phone and minding my own personal business.,3
My car was parked at my friend's apartment. I didn't go anywhere.,0
You cops are all the same. I don't know anything about the money!,2
"To tell you the truth, the unfortunate events at the subway station have absolutely nothing to do with me.",3
I have never seen the safe in my entire life.,0
I demand to speak to my lawyer. I wasn't at the warehouse!,2
I can't really remember where I was at 9:15 AM.,1
"I swear, i was nowhere near the vicinity of the grocery store.",3
